n_clusters,inertia,silhouette,calinski_harabasz,davies_bouldin
2,5099.057589307593,0.28666232364089506,760.4325019303496,1.258236590076154
3,4273.521941601126,0.22330642740705972,600.6721855425908,1.4435721769936147
4,3679.3795384397545,0.2223302142167358,546.8300221416657,1.3016456181537597
5,3386.956599505026,0.20802500711183483,478.1233248405357,1.3759153832468407
6,3119.7710810703475,0.18765923014067606,441.0515768366981,1.3816736827010692
7,2893.051677428365,0.19334032922333386,415.94535250112375,1.3406605349923726
8,2694.236090256057,0.18468438716105903,398.60549340862,1.2751562555069578
9,2532.155093240626,0.1874906141142935,383.01695833017595,1.2970433232990386
10,2399.3768457402166,0.19276375783078412,368.3950023333905,1.2851602673761715
