Algoritmo,Clusters,Silhouette,Calinski-Harabasz,Davies-Bouldin
kmeans,10,0.3071828793432871,1848.258882335439,0.4973509236229933
dbscan,8,0.5563572763924246,108.2285013837542,2.7972935202922966
kmedoids,10,-0.02860790324779603,91.20649406810018,2.008074042899153
